Country,Year,Number below $1 a day,Number below $2.15 a day,Number below $3.65 a day,Number below $6.85 a day,Number below $10 a day,Number below $20 a day,Number below $30 a day,Number below $40 a day
Other high income countries (PIP),2006,3809866,5217356,7665642,15458367,28014478,122289760,279841728,452260000
Other high income countries (PIP),2007,3660103,5116968,7648300,13459575,25493754,115708704,265599968,432222432
Other high income countries (PIP),2008,4567472,5271804,8123606,15219190,27441460,119170000,271983552,442333856
Other high income countries (PIP),2009,3922275,5450870,7910322,14224831,25320782,111242960,265222528,436834432
Other high income countries (PIP),2010,4676476,5442033,7821126,14553527,25406372,105815096,261558192,435968576
Other high income countries (PIP),2011,4064829,5877066,8396387,15554442,27523240,109385080,267586944,444627456
Other high income countries (PIP),2012,3910393,6196891,9051467,16760820,28714302,113970800,273138016,449383488
Other high income countries (PIP),2013,4480492,6834698,9457818,17364320,29451456,114727144,273278528,451891104
Other high income countries (PIP),2014,4995238,7316082,10287125,16846758,29750438,113101336,270910304,449850016
Other high income countries (PIP),2015,5418976,7992175,9802040,18313214,29097194,108644672,261207312,435994112
Other high income countries (PIP),2016,5243409,6919661,9586434,16860560,27332048,103750744,250438640,420623264
Other high income countries (PIP),2017,5104036,7645977,9821176,16048800,26398806,101554616,244879104,414626464
Other high income countries (PIP),2018,4265336,6831158,9187165,14715222,24548780,95952344,234626672,402695552
Other high income countries (PIP),2019,4220498,6669153,8762385,14745038,23147190,89328472,224442224,387210528
Other high income countries (PIP),2020,2583129,4063084,6425352,12884845,22871250,83995136,216536144,376520096
Other high income countries (PIP),2021,2476124,3589407,5800142,11018203,19466828,76801576,205007632,366805568
Other high income countries (PIP),2022,5133814,7127630,9301808,14293432,22873192,82811088,210013152,368284576
Other high income countries (PIP),2023,5154286,7147187,9336495,14109476,22735154,81459592,204529504,362377856
Other high income countries (PIP),2024,5173174,7165876,9358866,13778617,22628870,79819456,200515936,356357632
Pakistan,1987,13781740,70198760,93883944,101869472,103401360,104164752,104244928,104245512
Pakistan,1990,16020791,76380712,105104632,115019488,116376856,117272640,117272640,117307872
Pakistan,1996,229879,31051748,97513264,131959896,136535808,138873792,139189776,139233232
Pakistan,1998,1713607,43945880,105739928,137901472,143560592,146730432,147228464,147469248
Pakistan,2001,1099933,53653080,124746056,154761408,158949408,160887152,161151648,161214944
Pakistan,2004,986515,34852884,111850944,159000896,167496240,171669152,172251136,172417616
Pakistan,2005,324535,35767476,114790424,162755744,170937568,175072928,175841008,176087472
Pakistan,2007,157087,27402886,111476736,168134560,177977904,183171680,183631824,183854192
Pakistan,2010,56856,18438048,103025536,177630880,189525792,195374736,196220480,196391328
Pakistan,2011,39531,19214534,103581040,178644704,192006080,199125488,199990256,200244992
Pakistan,2013,29830,15225547,92177584,178964528,197513632,205294704,206343248,206631104
Pakistan,2015,5189,10846225,84917816,177794448,198650320,209542864,211262592,211803088
Pakistan,2018,11915,10925983,88245432,187248672,209245536,219853088,220930160,221278416
Palestine,2004,4896,19084,117060,763205,1556520,2778912,3098234,3172072
Palestine,2005,0,6726,106803,713937,1496212,2775621,3145537,3239690
Palestine,2006,0,10684,67449,670670,1544888,2911156,3237160,3320278
Palestine,2007,0,47434,177960,968246,1770734,3045953,3348517,3429355
Palestine,2009,0,9781,64511,672610,1556429,3046516,3450147,3585428
Palestine,2010,0,1651,76139,715811,1590986,3094463,3522277,3676465
Palestine,2011,0,7340,71434,682899,1584940,3178293,3621250,3773415
Palestine,2016,0,22285,136807,910139,1840963,3617818,4167038,4348882
Panama,1979,0,118456,348084,759774,1059680,1549410,1728203,1806779
Panama,1989,371875,537566,761576,1202120,1514604,2009238,2193985,2273306
Panama,1991,322748,503177,720051,1204654,1551774,2061411,2259250,2363702
Panama,1995,279759,412706,617621,1067168,1419733,2078913,2359842,2488126
Panama,1997,235678,401752,615392,1104501,1501619,2157377,2428948,2587814
Panama,1998,260544,417162,622515,1116432,1538770,2237304,2511256,2654409
Panama,1999,222398,361271,569044,1074212,1501497,2231880,2527070,2678259
Panama,2000,158908,332337,548681,1050173,1481744,2227540,2551468,2702502
Panama,2001,203082,429930,698371,1222953,1639994,2374659,2669654,2814670
Panama,2002,85425,298503,609167,1159244,1592893,2352040,2683836,2825862
Panama,2003,99060,314319,596306,1139107,1595128,2372784,2709010,2870585
Panama,2004,76457,283705,570959,1126280,1575394,2400374,2739522,2915773
Panama,2005,68782,283147,542395,1140058,1605910,2437152,2800582,2986704
Panama,2006,104833,316297,586370,1141146,1627610,2493657,2859712,3038031
Panama,2007,43402,228749,510499,1046004,1530872,2472324,2889288,3095420
Panama,2008,10790,142368,367685,812455,1283002,2302114,2823277,3051382
Panama,2009,3578,89988,285803,819063,1283326,2332252,2855117,3107017
Panama,2010,15019,122916,328589,786612,1227774,2328025,2879086,3142576
Panama,2011,13633,90455,268235,676497,1106926,2222135,2806930,3123445
Panama,2012,17667,130111,325160,704445,1125901,2227927,2837289,3154746
Panama,2013,7181,85777,268545,694156,1088610,2198978,2843162,3179887
Panama,2014,16722,112533,288738,654714,1059016,2181040,2870948,3230437
Panama,2015,6509,59909,220442,609344,966958,2087209,2790800,3195216
Panama,2016,7629,61077,234466,584636,933607,2020505,2737789,3152262
Panama,2017,15158,85900,217825,572463,948665,2015676,2784503,3221808
Panama,2018,7429,58549,183687,522412,865120,1945614,2699767,3202858
Panama,2019,11926,42499,158133,511189,845591,1942689,2727346,3221002
Panama,2021,14864,48223,187985,559222,1000364,2257123,3009935,3449384
Panama,2023,10248,57558,196880,578230,1001998,2262337,3059865,3532016
Papua New Guinea,1996,902683,2519530,3610375,4331420,4628226,4766924,4779556,4782392
Papua New Guinea,2009,944627,2979909,5087256,6773532,7203544,7469997,7503106,7506804
Paraguay,1990,6148,48273,189298,883642,1706258,3073087,3616388,3800068
Paraguay,1995,183158,571025,1081825,2009081,2681398,3755225,4149503,4292062
Paraguay,1997,184033,508482,981091,1830810,2464340,3742573,4231746,4456400
Paraguay,1999,158670,512994,1023675,2079264,2851363,4066166,4528791,4730481
Paraguay,2001,134003,465963,960413,2060334,2920268,4254427,4694256,4891792
Paraguay,2002,182692,699714,1439629,2731720,3523641,4630438,4989574,5102530
Paraguay,2003,98184,444452,1069800,2391145,3297603,4511006,4936203,5085478
Paraguay,2004,46516,309151,938798,2317435,3285481,4598713,5038427,5184785
Paraguay,2005,66051,332571,822451,2144048,3187835,4528126,5026164,5190880
Paraguay,2006,69630,439882,1077591,2425346,3386378,4746127,5137858,5277423
Paraguay,2007,74116,438396,932540,2251969,3241272,4692582,5155175,5321909
Paraguay,2008,46675,243983,800579,2102808,3128689,4624422,5139059,5345786
Paraguay,2009,42415,328896,832895,2034356,3058264,4682440,5251466,5426956
Paraguay,2010,54751,314951,779776,1964315,2936564,4678630,5210896,5445304
Paraguay,2011,63493,295003,755953,1884593,2761869,4524156,5170673,5447912
Paraguay,2012,26066,197324,601836,1599170,2543460,4522987,5222144,5524320
Paraguay,2013,29794,107355,408394,1396500,2383858,4272004,5136536,5492392
Paraguay,2014,12078,147023,461720,1379277,2301354,4357142,5205394,5566378
Paraguay,2015,9047,116846,441326,1396578,2345302,4377204,5253104,5638616
Paraguay,2016,4545,106175,450007,1483641,2536896,4547254,5405388,5763587
Paraguay,2017,696,62374,331397,1337028,2452801,4600188,5503090,5882489
Paraguay,2018,3830,90637,371800,1265228,2309332,4539664,5478953,5909760
Paraguay,2019,1044,66052,334162,1283489,2293402,4557330,5502941,5969244
Paraguay,2020,4980,53829,342016,1476645,2617012,4897077,5790387,6189870
Paraguay,2021,1352,46201,276844,1394996,2572004,4963034,5887164,6269245
Paraguay,2022,9971,90154,380302,1349695,2516812,4908552,5884518,6274232
Peru,1997,1712393,5032141,9114258,15559912,19106562,23335772,24488190,24836960
Peru,1998,1652570,5020896,9012759,16079611,19616788,23497660,24669308,25130914
Peru,1999,1657981,5076110,9531882,16308509,20199014,23983308,25021096,25581350
Peru,2000,1483432,5135944,9423547,16622235,20774606,25053684,25788170,26246470
Peru,2001,1547775,5471730,10143051,17266492,21123546,25314380,26217220,26590198
Peru,2002,1359014,4795842,9339288,16454716,20582126,25074064,26253214,26697370
Peru,2003,775970,4050862,8931122,16417694,20532924,25286932,26338858,26840666
Peru,2004,1015201,4550001,9144334,16669386,21010770,25813706,26971186,27369460
Peru,2005,1273196,5013535,9900762,17311690,21666742,26203786,27249718,27637164
Peru,2006,1110682,4426638,8639911,15854200,20506480,25937642,27269672,27777390
Peru,2007,840577,3779616,7567184,14386867,19302072,25577270,27232116,27825454
Peru,2008,582340,3144822,6536246,13366742,18384988,25598758,27407440,28075878
Peru,2009,440998,2556168,5954916,12924826,18077156,25459686,27478994,28193964
Peru,2010,264131,1994558,5208888,11845395,17270100,25421382,27660058,28406148
Peru,2011,219101,1917238,4798063,11222009,16643484,25531948,27835224,28632940
Peru,2012,269788,1808343,4404346,10500193,15867377,25190134,27818436,28651482
Peru,2013,206888,1620994,4210702,10366587,15793073,25277964,28058636,29036462
Peru,2014,174590,1464522,3981744,10131458,15759908,25564042,28362808,29363840
Peru,2015,178100,1449154,3916283,10033003,16013310,25755204,28641824,29619064
Peru,2016,158153,1430920,3875645,9904815,15703122,25711678,28842330,29977958
Peru,2017,156252,1421318,3915296,10309722,16086049,26334026,29394308,30493112
Peru,2018,109770,1148710,3433719,9759954,15827387,26428258,29761298,31001164
Peru,2019,102951,977224,3156535,9450692,15654465,26832154,30335394,31572546
Peru,2020,325931,1938922,5785694,14270740,20656770,29520216,31798188,32521942
Peru,2021,105200,934962,3368164,11268965,18551762,29255516,32027708,32894904
Peru,2022,134702,904545,3229699,10971905,18232468,29270616,32167276,33112010
Philippines,1985,0,15747677,32226008,47140532,51294784,54035416,54508996,54667956
Philippines,1988,940859,15136038,33234458,49205176,54420284,57987732,58521756,58626116
Philippines,1991,0,17143660,34529392,51618840,57315744,61649096,62485000,62776876
Philippines,1994,0,17304942,35805264,54797404,61259356,66172124,67113136,67439888
Philippines,1997,663573,13206936,32271328,53460400,62343508,70358408,71784856,72203240
Philippines,2000,315406,11718674,34516996,58950000,67909864,75765656,77142376,77548952
Philippines,2003,333124,11308937,34276348,61334512,71659512,80427928,82163928,82613568
Philippines,2006,442268,13447691,37569236,63857724,74910664,85027512,86961680,87517104
Philippines,2009,265820,10341480,35623580,66146840,78531832,89601616,91799024,92484680
Philippines,2012,298695,12239868,39009580,70230544,83099056,94644184,96841272,97493528
Philippines,2015,119920,8542232,34451956,70123744,85638872,99289520,101796360,102489200
Philippines,2018,51578,5490388,29314624,70923880,89333976,104724952,107312280,108020056
Philippines,2021,183044,7691626,34066164,78655800,96708344,110685720,112880072,113441640
Poland,1985,0,0,0,3194526,10048601,31328078,35794164,36821308
Poland,1986,0,91995,651630,4212048,10767773,30245480,35769548,36984100
Poland,1987,0,0,0,3083883,9864508,31277284,36051708,37167436
Poland,1989,0,0,0,746703,3950656,20821898,32147342,35681936
Poland,1992,0,85786,287035,2868422,9685517,28960966,35580808,37404396
Poland,1995,191836,673396,2024954,8297472,16402114,32901706,36857924,37919348
Poland,1999,96591,191775,773178,4734079,11307660,29574408,35856392,37597052
Poland,2004,347775,829159,1902832,6200490,12104375,27121148,33770356,36127716
Poland,2005,124275,351480,1064543,4759655,10211151,25747560,33166652,35850620
Poland,2006,128736,251295,685327,3521646,8193744,24394112,32467008,35647924
Poland,2007,107730,179693,483832,2156576,6089506,21517508,30835132,34798228
Poland,2008,20443,66853,283476,1728662,4800181,19251096,29491320,34219644
Poland,2009,23859,139759,357308,1659232,4724702,18644050,29128676,33825192
Poland,2010,29682,132860,437368,1568430,4340876,17879574,28580560,33674992
Poland,2011,55251,130155,332817,1516711,4389676,17655460,28284370,33427760
Poland,2012,30678,74231,285274,1638215,4492064,17666472,28258304,33523502
Poland,2013,49419,160381,356744,1477309,4277606,17175930,27655428,33100326
Poland,2014,53959,151981,419259,1463310,3849327,16203825,27116408,32577212
Poland,2015,73331,164752,324019,1282361,3048016,14451597,25487802,31969752
Poland,2016,39372,89911,240452,893360,2068269,12584446,24270596,31007584
Poland,2017,75501,132352,219925,634906,1772177,11293748,23047832,30605236
Poland,2018,45238,94017,153274,548276,1523444,9649010,21154614,29158326
Poland,2019,12758,23827,66586,308144,934160,6917800,17869408,26859406
Poland,2020,34855,52051,123289,405032,894005,6451648,16693540,25915926
Poland,2021,14026,40586,77211,351928,865921,5523274,14913308,24188362
Portugal,2003,55575,93700,159554,419364,1108774,4285890,7016532,8425320
Portugal,2004,21157,56261,110487,343496,1003977,4080545,6959988,8397328
Portugal,2005,33643,57088,111821,341494,874541,4130647,7020634,8381148
Portugal,2006,0,9751,60016,312956,884819,4058394,6761908,8199828
Portugal,2007,0,27171,92654,237092,733602,3751588,6695872,8245091
Portugal,2008,5686,14491,93205,310504,777888,3800296,6725097,8327188
Portugal,2009,7725,17532,50932,239586,651051,3481182,6351900,8215610
Portugal,2010,3886,14428,51417,273049,714588,3729236,6572802,8317559
Portugal,2011,13894,53636,98449,389202,896871,3994543,6965166,8521419
Portugal,2012,43007,73942,155570,581794,1128876,4220784,7119223,8668732
Portugal,2013,44124,89429,193205,566653,1171625,4143938,7077282,8575466
Portugal,2014,21135,56756,154960,488449,1110806,3969380,6902182,8533372
Portugal,2015,28083,49967,125870,375277,917398,3718348,6563327,8180862
Portugal,2016,18393,38683,77077,367857,864218,3421016,6440820,8129072
Portugal,2017,18541,42282,72667,240070,644614,3278426,6348483,8053482
Portugal,2018,16001,29849,69284,217508,551837,2840733,5920717,7826624
Portugal,2019,2361,15298,25697,157785,440232,2310572,5318778,7418341
Portugal,2020,21317,48632,99672,268556,548863,2316453,5195410,7195203
Portugal,2021,9481,23470,41451,171236,405939,2418072,5361024,7379304
Qatar,2017,0,0,0,0,0,77740,285785,518484
Romania,1989,0,0,0,1036707,3653257,16942144,21818324,22912008
Romania,1992,0,0,516518,4668269,10844152,21228772,22690798,22794284
Romania,1994,0,2280522,8712717,19235442,21644616,22712710,22730212,22730212
Romania,1995,53086,396654,2041231,8903040,15424991,21832520,22457386,22570844
Romania,1997,56127,507220,2311092,10205499,16858414,21877128,22384614,22440916
Romania,2006,328170,1558967,3809604,8946867,13745223,19490112,20646348,20928162
Romania,2007,244638,1109014,2907994,7560492,12195267,18910228,20257232,20676620
Romania,2008,161032,839346,2106849,6029978,10344822,17992948,19776568,20240828
Romania,2009,39357,637236,2015158,5633034,9878388,17708320,19583100,20090344
Romania,2010,227248,845210,2231300,5987915,10169750,17819302,19664816,20062656
Romania,2011,287810,1083216,2530478,6743310,11058558,18084568,19729166,20024226
Romania,2012,315133,1245236,2571482,6739180,10881729,17965704,19589680,19941816
Romania,2013,301598,1322346,3015961,6555439,10662349,17938326,19551418,19882082
Romania,2014,328793,1398143,2758115,5920430,9802432,17610802,19475930,19785582
Romania,2015,225047,1043514,2420417,5421349,8930531,17066128,19068078,19587810
Romania,2016,136604,638415,1753918,4293238,7455246,15582768,18676254,19368818
Romania,2017,190574,639794,1314338,3188742,5680202,12806762,17169904,18601084
Romania,2018,165926,519321,1104491,2526862,4471796,11489097,15902895,18005404
Romania,2019,80648,419217,915437,2116686,3856887,10152676,15296326,17568446
Romania,2020,119536,271517,750942,1923155,3104082,8684532,13900239,16860956
Romania,2021,94151,335983,566189,1351643,2399156,7715934,12925234,15867678
Russia,1993,0,5239110,19350118,50376516,77409376,123177736,137112080,142262112
Russia,1996,0,6899817,19934946,49761064,76871400,123598144,137391856,142330032
Russia,1997,194908,2251395,11007521,44313112,76620104,127226992,140267536,144191472
Russia,1998,287744,3373461,14948124,53094344,84889376,130876968,141494336,145238704
Russia,1999,538602,6456306,24443776,70795216,101550376,138426256,144800160,146099552
Russia,2000,316918,4361853,18853838,62498612,94593376,134783008,143368480,145175616
Russia,2001,240661,2565721,12836995,52269052,85086584,130068056,141079872,144056160
Russia,2002,88875,1469625,9467026,44549396,77372072,124822512,138595168,142657232
Russia,2003,104060,1580991,9351009,41737232,72129640,119063664,133531784,139417056
Russia,2004,113233,1445391,7966024,36915340,66195268,114499144,131258360,138016480
